55
66
91
12
10
25
211
1398
1231
126
351
71
60
8
7
6
40
761
591
50
132
123
120
1171
130
506
1
23
18
45
50
33
25
109
20
29
210
110
221
386
36
35
31
56
87
97
1
24
18
8
